2,1,0.222628,1,0.282,29,3,0,0,60,12,12,60,12
2,2,0.322628,1,0.347,35,8,0,0,132,12,12,132,12
4,4,0.446943,1,0.461,47,2,0,0,60,12,12,60,12
2,3,0.422628,1,0.479,48,10,0,0,120,12,12,120,12
2,5,0.522628,1,0.577,58,8,0,0,84,12,12,84,12
4,6,0.546943,1,0.591,60,2,0,0,60,12,12,60,12
1,7,0.615363,1,0.63,64,1,63,20,144,12,12,144,12
1,9,0.635363,1,0.65,66,1,62,20,144,12,12,144,12
1,11,0.655363,1,0.67,68,1,61,20,144,12,12,144,12
4,10,0.646943,1,0.677,68,8,0,0,120,12,12,120,12
2,8,0.622628,1,0.688,69,9,0,0,12,12,12,12,12
1,12,0.675363,1,0.69,70,1,60,20,144,12,12,144,12
1,13,0.695363,1,0.71,72,1,59,20,144,12,12,144,12
1,14,0.715363,1,0.73,74,1,58,20,144,12,12,144,12
2,15,0.722628,1,0.74,75,1,0,0,84,12,12,84,12
1,16,0.735363,1,0.75,76,1,57,20,144,12,12,144,12
4,17,0.746943,1,0.759,76,10,0,0,24,12,12,24,12
1,18,0.755363,1,0.77,78,1,56,20,144,12,12,144,12
1,19,0.775363,1,0.79,80,1,55,20,144,12,12,144,12
1,20,0.795363,1,0.81,82,1,54,20,144,12,12,144,12
1,21,0.815363,1,0.83,84,1,53,20,144,12,12,144,12
1,23,0.835363,1,0.85,86,1,52,20,144,12,12,144,12
1,25,0.855363,1,0.87,88,1,51,20,144,12,12,144,12
4,24,0.846943,1,0.876,88,7,0,0,108,12,12,108,12
1,27,0.875363,1,0.89,90,1,50,20,144,12,12,144,12
1,28,0.895363,1,0.91,92,1,49,20,144,12,12,144,12
2,22,0.822628,1,0.918,92,9,0,0,60,12,12,60,12
1,29,0.915363,1,0.93,94,1,48,20,144,12,12,144,12
3,26,0.871412,1,0.93,94,1,5,100,12,12,12,12,12
1,31,0.935363,1,0.95,96,1,47,20,144,12,12,144,12
2,30,0.922628,1,0.954,96,5,0,0,24,12,12,24,12
1,33,0.955363,1,0.97,98,1,46,20,144,12,12,144,12
4,32,0.946943,1,0.973,98,4,0,0,84,12,12,84,12
1,35,0.975363,1,0.99,100,1,45,20,144,12,12,144,12
1,37,0.995363,1,1.01,102,1,44,20,144,12,12,144,12
1,38,1.01536,1,1.03,104,1,43,20,144,12,12,144,12
3,34,0.971412,1,1.03,104,1,4,100,12,12,12,12,12
2,39,1.02263,1,1.037,104,8,0,0,108,12,12,108,12
1,40,1.03536,1,1.05,106,1,42,20,144,12,12,144,12
1,42,1.05536,1,1.07,108,1,41,20,144,12,12,144,12
5,36,0.98005,1,1.074,108,5,7,100,24,12,12,24,12
1,44,1.07536,1,1.09,110,1,40,20,144,12,12,144,12
1,46,1.09536,1,1.11,112,1,39,20,144,12,12,144,12
4,41,1.04694,1,1.112,112,3,0,0,24,12,12,24,12
1,47,1.11536,1,1.13,114,1,38,20,144,12,12,144,12
3,43,1.07141,1,1.13,114,1,3,100,12,12,12,12,12
2,48,1.12263,1,1.132,114,3,0,0,60,12,12,60,12
1,49,1.13536,1,1.15,116,1,37,20,144,12,12,144,12
1,51,1.15536,1,1.17,118,1,36,20,144,12,12,144,12
5,45,1.08005,1,1.174,118,5,6,100,24,12,12,24,12
1,53,1.17536,1,1.19,120,1,35,20,144,12,12,144,12
1,55,1.19536,1,1.21,122,1,34,20,144,12,12,144,12
1,56,1.21536,1,1.23,124,1,33,20,144,12,12,144,12
3,52,1.17141,1,1.23,124,1,2,100,12,12,12,12,12
4,50,1.14694,1,1.242,125,3,0,0,12,12,12,12,12
1,58,1.23536,1,1.25,126,1,32,20,144,12,12,144,12
1,60,1.25536,1,1.27,128,1,31,20,144,12,12,144,12
4,59,1.24694,1,1.27,128,1,0,0,36,12,12,36,12
5,54,1.18005,1,1.274,128,5,5,100,24,12,12,24,12
1,62,1.27536,1,1.29,130,1,30,20,144,12,12,144,12
1,64,1.29536,1,1.31,132,1,29,20,144,12,12,144,12
2,57,1.22263,1,1.313,132,4,0,0,0,12,12,0,12
1,65,1.31536,1,1.33,134,1,28,20,144,12,12,144,12
3,61,1.27141,1,1.33,134,1,1,100,12,12,12,12,12
1,67,1.33536,1,1.35,136,1,27,20,144,12,12,144,12
2,66,1.32263,1,1.364,137,5,0,0,60,12,12,60,12
1,69,1.35536,1,1.37,138,1,26,20,144,12,12,144,12
5,63,1.28005,1,1.374,138,5,4,100,24,12,12,24,12
1,71,1.37536,1,1.39,140,1,25,20,144,12,12,144,12
4,68,1.34694,1,1.406,141,7,0,0,96,12,12,96,12
1,73,1.39536,1,1.41,142,1,24,20,144,12,12,144,12
1,74,1.41536,1,1.43,144,1,23,20,144,12,12,144,12
3,70,1.37141,1,1.43,144,1,0,0,12,12,12,12,12
2,75,1.42263,1,1.438,144,9,0,0,12,12,12,12,12
1,76,1.43536,1,1.45,146,1,22,20,144,12,12,144,12
1,78,1.45536,1,1.47,148,1,21,20,144,12,12,144,12
4,77,1.44694,1,1.471,148,2,0,0,132,12,12,132,12
5,72,1.38005,1,1.474,148,5,3,100,24,12,12,24,12
1,80,1.47536,1,1.49,150,1,20,20,144,12,12,144,12
3,79,1.47141,1,1.501,151,2,13,100,84,12,12,84,12
1,82,1.49536,1,1.51,152,1,19,20,144,12,12,144,12
1,83,1.51536,1,1.53,154,1,18,20,144,12,12,144,12
2,84,1.52263,1,1.537,154,8,0,0,0,12,12,0,12
1,85,1.53536,1,1.55,156,1,17,20,144,12,12,144,12
1,87,1.55536,1,1.57,158,1,16,20,144,12,12,144,12
5,81,1.48005,1,1.574,158,5,2,100,24,12,12,24,12
4,86,1.54694,1,1.577,158,8,0,0,48,12,12,48,12
1,89,1.57536,1,1.59,160,1,15,20,144,12,12,144,12
3,88,1.57141,1,1.601,161,2,12,100,84,12,12,84,12
1,91,1.59536,1,1.61,162,1,14,20,144,12,12,144,12
2,93,1.62263,1,1.629,163,10,0,0,120,12,12,120,12
1,92,1.61536,1,1.63,164,1,13,20,144,12,12,144,12
1,94,1.63536,1,1.65,166,1,12,20,144,12,12,144,12
1,96,1.65536,1,1.67,168,1,11,20,144,12,12,144,12
4,95,1.64694,1,1.67,168,1,0,0,84,12,12,84,12
