1,2.001,0,0,69,0,0,2,69
2,2.001,0,0,18,0,0,18,18
3,2.001,0,0,12,0,0,2,12
4,2.001,0,0,16,0,0,16,16
5,2.001,0,0,10,0,0,2,10
1,4.006,0,0,101,0,0,1,101
2,4.006,0,0,20,0,0,20,20
3,4.006,0,0,19,0,0,1,19
4,4.006,0,0,20,0,0,20,20
5,4.006,0,0,20,0,0,2,20
1,6.018,0,0,101,0,0,2,101
2,6.018,0,0,20,0,0,20,20
3,6.018,0,0,20,0,0,3,20
4,6.018,0,0,19,0,0,20,19
5,6.018,0,0,21,0,0,1,21
