4,0.059,6,10,1,-128,392,392,392,1,100,100,100,1,1,0,15,4,10,20,1,15,1
5,0.064,7,5,1,-128,392,392,392,8,100,100,100,1,1,0,12,7,10,20,1,12,4
1,0.114,12,5,1,-128,72,72,72,27,20,20,20,1,1,0,12,9,20,20,1,12,6
4,0.159,16,10,1,-128,369,372,392,1,100,100,100,1,1,0,22,6,30,20,1,22,3
4,0.259,26,10,1,-128,385,388,392,1,100,100,100,1,1,0,35,10,20,20,1,35,7
2,0.307,31,8,1,-128,389,392,392,1,100,100,100,1,1,0,32,2,10,20,1,31,9
4,0.359,36,10,1,-128,369,372,392,1,100,100,100,1,1,0,43,3,20,20,1,42,10
2,0.407,41,8,1,-128,370,388,392,1,100,100,100,1,1,0,44,1,30,20,1,43,8
4,0.459,46,10,1,-128,385,388,392,1,100,100,100,1,1,0,52,6,30,20,1,52,3
2,0.507,51,8,1,-128,370,388,392,1,100,100,100,1,1,0,54,3,30,20,1,53,10
4,0.559,56,10,1,-128,385,388,392,1,100,100,100,1,1,0,60,1,20,20,1,59,8
2,0.607,61,8,1,-128,388,388,392,1,100,100,100,1,1,0,67,10,0,20,1,67,7
1,0.654,66,5,1,-128,65,68,72,39,20,20,20,1,1,0,67,4,20,20,1,67,1
4,0.659,66,10,1,-128,385,388,392,1,100,100,100,1,1,0,68,10,10,20,1,68,7
2,0.707,71,8,1,-128,370,388,392,1,100,100,100,1,1,0,81,3,10,20,1,80,10
4,0.759,76,10,1,-128,370,388,392,1,100,100,100,1,1,0,78,8,20,20,1,78,5
2,0.807,81,8,1,-128,357,372,392,1,100,100,100,1,1,0,89,8,20,20,1,89,5
4,0.859,86,10,1,-128,373,388,392,1,100,100,100,1,1,0,93,9,0,20,1,93,6
5,0.864,87,5,1,-128,388,388,392,7,100,100,100,1,1,0,95,10,30,20,1,95,7
3,0.866,87,7,1,-128,377,392,392,9,100,100,100,1,1,0,92,2,20,20,1,91,9
2,0.907,91,8,1,-128,361,376,392,1,100,100,100,1,1,0,93,1,20,20,1,92,8
4,0.959,96,10,1,-128,368,388,392,1,100,100,100,1,1,0,104,2,10,20,1,103,9
2,1.007,101,8,1,-128,373,388,392,1,100,100,100,1,1,0,105,10,20,20,1,105,7
4,1.059,106,10,1,-128,368,388,392,1,100,100,100,1,1,0,109,8,20,20,1,109,5
2,1.107,111,8,1,-128,373,388,392,1,100,100,100,1,1,0,118,7,20,20,1,118,4
4,1.159,116,10,1,-128,368,388,392,1,100,100,100,1,1,0,123,1,30,20,1,122,8
2,1.207,121,8,1,-128,371,388,392,1,100,100,100,1,1,0,127,7,10,20,1,127,4
4,1.259,126,10,1,-128,368,388,392,1,100,100,100,1,1,0,128,3,20,20,1,127,10
2,1.307,131,8,1,-128,385,388,392,1,100,100,100,1,1,0,132,6,20,20,1,132,3
4,1.359,136,10,1,-128,368,388,392,1,100,100,100,1,1,0,140,10,20,20,1,140,7
2,1.407,141,8,1,-128,385,388,392,1,100,100,100,1,1,0,150,9,10,20,1,150,6
1,1.434,144,5,1,-128,63,68,72,39,20,20,20,1,1,0,146,1,20,20,1,145,8
4,1.459,146,10,1,-128,368,388,392,1,100,100,100,1,1,0,147,10,10,20,1,147,7
2,1.507,151,8,1,-128,372,372,392,1,100,100,100,1,1,0,153,10,20,20,1,153,7
4,1.559,156,10,1,-128,370,388,392,1,100,100,100,1,1,0,161,7,30,20,1,161,4
5,1.564,157,5,1,-128,354,372,392,6,100,100,100,1,1,0,161,4,30,20,1,161,1
2,1.607,161,8,1,-128,386,388,392,1,100,100,100,1,1,0,170,1,10,20,1,169,8
4,1.659,166,10,1,-128,368,388,392,1,100,100,100,1,1,0,173,10,20,20,1,173,7
2,1.707,171,8,1,-128,369,372,392,1,100,100,100,1,1,0,172,9,20,20,1,172,6
4,1.759,176,10,1,-128,371,388,392,1,100,100,100,1,1,0,184,4,30,20,1,184,1
3,1.766,177,7,1,-128,371,388,392,9,100,100,100,1,1,0,178,7,30,20,1,178,4
2,1.807,181,8,1,-128,371,388,392,1,100,100,100,1,1,0,187,9,30,20,1,187,6
4,1.859,186,10,1,-128,369,388,392,1,100,100,100,1,1,0,196,5,10,20,1,196,2
2,1.907,191,8,1,-128,371,388,392,1,100,100,100,1,1,0,198,10,0,20,1,198,7
4,1.959,196,10,1,-128,353,372,392,1,100,100,100,1,1,0,201,2,0,20,1,200,9
2,2.007,201,8,1,-128,386,388,392,1,100,100,100,1,1,0,203,9,0,20,1,203,6
4,2.059,206,10,1,-128,369,388,392,1,100,100,100,1,1,0,207,10,10,20,1,207,7
2,2.107,211,8,1,-128,373,388,392,1,100,100,100,1,1,0,217,10,10,20,1,217,7
4,2.159,216,10,1,-128,371,388,392,1,100,100,100,1,1,0,221,7,30,20,1,221,4
5,2.164,217,5,1,-128,371,388,392,14,100,100,100,1,1,0,218,2,0,20,1,217,9
2,2.207,221,8,1,-128,373,388,392,1,100,100,100,1,1,0,230,5,30,20,1,230,2
1,2.214,222,5,1,-128,64,68,72,30,20,20,20,1,1,0,224,4,20,20,1,224,1
4,2.259,226,10,1,-128,369,388,392,1,100,100,100,1,1,0,235,10,0,20,1,235,7
2,2.307,231,8,1,-128,357,372,392,1,100,100,100,1,1,0,238,1,30,20,1,237,8
4,2.359,236,10,1,-128,353,372,392,1,100,100,100,1,1,0,242,1,20,20,1,241,8
2,2.407,241,8,1,-128,371,388,392,1,100,100,100,1,1,0,244,2,10,20,1,243,9
4,2.459,246,10,1,-128,369,388,392,1,100,100,100,1,1,0,253,6,20,20,1,253,3
2,2.507,251,8,1,-128,386,388,392,1,100,100,100,1,1,0,260,1,0,20,1,259,8
4,2.559,256,10,1,-128,369,388,392,1,100,100,100,1,1,0,265,5,10,20,1,265,2
2,2.607,261,8,1,-128,355,372,392,1,100,100,100,1,1,0,269,6,10,20,1,269,3
4,2.659,266,10,1,-128,355,372,392,1,100,100,100,1,1,0,275,7,20,20,1,275,4
