1,5,0.113,2,1,12,4,12,4,1,12,7,0
1,1,0.115,3,1,12,6,12,6,2,12,9,0
1,4,0.14,1,1,15,1,15,1,1,15,4,0
1,4,0.212,6,1,22,3,22,3,3,22,6,0
1,2,0.308,17,1,31,9,31,9,1,32,2,0
1,4,0.346,13,1,35,7,35,7,2,35,10,0
1,4,0.419,21,1,42,10,42,10,2,43,3,0
1,2,0.427,25,1,43,8,43,8,3,44,1,0
1,4,0.512,29,1,52,3,52,3,3,52,6,0
1,2,0.529,33,1,53,10,53,10,3,54,3,0
1,4,0.587,37,1,59,8,59,8,2,60,1,0
1,1,0.66,44,1,67,1,67,1,2,67,4,0
1,2,0.666,41,1,67,7,67,7,0,67,10,0
1,4,0.676,45,1,68,7,68,7,1,68,10,0
1,4,0.774,53,1,78,5,78,5,2,78,8,0
1,2,0.799,49,1,80,10,80,10,1,81,3,0
1,2,0.884,57,1,89,5,89,5,2,89,8,0
1,3,0.908,63,1,91,9,91,9,2,92,2,0
1,2,0.917,66,1,92,8,92,8,2,93,1,0
1,4,0.925,61,1,93,6,93,6,0,93,9,0
1,5,0.946,62,1,95,7,95,7,3,95,10,0
1,4,1.028,70,1,103,9,103,9,1,104,2,0
1,2,1.046,75,1,105,7,105,7,2,105,10,0
1,4,1.084,79,1,109,5,109,5,2,109,8,0
1,2,1.173,84,1,118,4,118,4,2,118,7,0
1,4,1.217,88,1,122,8,122,8,3,123,1,0
1,2,1.263,93,1,127,4,127,4,1,127,7,0
1,4,1.269,97,1,127,10,127,10,2,128,3,0
1,2,1.312,102,1,132,3,132,3,2,132,6,0
1,4,1.396,106,1,140,7,140,7,2,140,10,0
1,1,1.447,113,1,145,8,145,8,2,146,1,0
1,4,1.466,115,1,147,7,147,7,1,147,10,0
1,2,1.495,111,1,150,6,150,6,1,150,9,0
1,2,1.526,120,1,153,7,153,7,2,153,10,0
1,5,1.6,125,1,161,1,161,1,3,161,4,0
1,4,1.603,124,1,161,4,161,4,3,161,7,0
1,2,1.687,129,1,169,8,169,8,1,170,1,0
1,2,1.715,138,1,172,6,172,6,2,172,9,0
1,4,1.726,133,1,173,7,173,7,2,173,10,0
1,3,1.773,144,1,178,4,178,4,3,178,7,0
1,4,1.83,142,1,184,1,184,1,3,184,4,0
1,2,1.865,147,1,187,6,187,6,3,187,9,0
1,4,1.951,151,1,196,2,196,2,1,196,5,0
1,2,1.976,156,1,198,7,198,7,0,198,10,0
1,4,1.998,160,1,200,9,200,9,0,201,2,0
1,2,2.025,165,1,203,6,203,6,0,203,9,0
1,4,2.066,169,1,207,7,207,7,1,207,10,0
1,2,2.166,174,1,217,7,217,7,1,217,10,0
1,5,2.168,179,1,217,9,217,9,0,218,2,0
1,4,2.203,178,1,221,4,221,4,3,221,7,0
1,1,2.23,184,1,224,1,224,1,2,224,4,0
1,2,2.291,183,1,230,2,230,2,3,230,5,0
1,4,2.346,187,1,235,7,235,7,0,235,10,0
1,2,2.367,192,1,237,8,237,8,3,238,1,0
1,4,2.407,196,1,241,8,241,8,2,242,1,0
1,2,2.428,201,1,243,9,243,9,1,244,2,0
1,4,2.522,205,1,253,3,253,3,2,253,6,0
1,2,2.587,210,1,259,8,259,8,0,260,1,0
1,4,2.641,214,1,265,2,265,2,1,265,5,0
1,2,2.682,219,1,269,3,269,3,1,269,6,0
1,4,2.743,223,1,275,4,275,4,2,275,7,0
1,3,2.759,225,1,276,10,276,10,0,277,3,0
1,2,2.785,228,1,279,6,279,6,2,279,9,0
1,4,2.795,232,1,280,6,280,6,3,280,9,0
1,1,2.826,238,1,283,7,283,7,2,283,10,0
1,4,2.87,241,1,288,1,288,1,2,288,4,0
1,2,2.876,237,1,288,7,288,7,0,288,10,0
1,2,2.938,246,1,294,9,294,9,0,295,2,0
1,4,2.983,250,1,299,4,299,4,2,299,7,0
1,4,3.081,259,1,309,2,309,2,1,309,5,0
1,2,3.089,255,1,309,10,309,10,3,310,3,0
1,2,3.168,264,1,317,9,317,9,2,318,2,0
1,4,3.17,268,1,318,1,318,1,1,318,4,0
1,2,3.253,273,1,326,4,326,4,0,326,7,0
1,4,3.304,277,1,331,5,331,5,3,331,8,0
1,2,3.314,282,1,332,5,332,5,3,332,8,0
1,3,3.417,288,1,342,8,342,8,2,343,1,0
1,2,3.431,291,1,344,2,344,2,0,344,5,0
1,4,3.448,286,1,345,9,345,9,0,346,2,0
1,4,3.484,295,1,349,5,349,5,2,349,8,0
1,4,3.583,304,1,359,4,359,4,2,359,7,0
1,5,3.624,305,1,363,5,363,5,2,363,8,0
1,2,3.667,309,1,367,8,367,8,1,368,1,0
1,2,3.713,318,1,372,4,372,4,2,372,7,0
1,4,3.746,313,1,375,7,375,7,0,375,10,0
1,4,3.834,322,1,384,5,384,5,2,384,8,0
1,4,3.875,331,1,388,6,388,6,1,388,9,0
1,2,3.893,327,1,390,4,390,4,2,390,7,0
1,2,3.922,336,1,393,3,393,3,2,393,6,0
1,4,3.995,340,1,400,6,400,6,2,400,9,0
1,2,4.078,345,1,408,9,408,9,0,409,2,0
1,1,4.116,355,1,412,7,412,7,1,412,10,0
1,2,4.126,354,1,413,7,413,7,1,413,10,0
1,4,4.144,349,1,415,5,415,5,0,415,8,0
1,3,4.172,360,1,418,3,418,3,0,418,6,0
1,4,4.205,358,1,421,6,421,6,2,421,9,0
1,4,4.265,367,1,427,6,427,6,3,427,9,0
1,2,4.272,363,1,428,3,428,3,1,428,6,0
1,2,4.384,372,1,439,5,439,5,0,439,8,0
1,4,4.453,376,1,446,4,446,4,1,446,7,0
1,2,4.502,381,1,451,3,451,3,1,451,6,0
1,4,4.528,385,1,453,9,453,9,3,454,2,0
1,2,4.568,390,1,457,9,457,9,3,458,2,0
1,4,4.646,394,1,465,7,465,7,3,465,10,0
1,2,4.657,399,1,466,8,466,8,3,467,1,0
1,4,4.683,403,1,469,4,469,4,2,469,7,0
1,1,4.759,411,1,476,10,476,10,1,477,3,0
1,2,4.78,408,1,479,1,479,1,3,479,4,0
1,4,4.846,412,1,485,7,485,7,2,485,10,0
1,2,4.873,417,1,488,4,488,4,2,488,7,0
1,3,4.912,423,1,492,3,492,3,1,492,6,0
1,2,4.924,426,1,493,5,493,5,2,493,8,0
1,5,4.93,422,1,494,1,494,1,3,494,4,0
1,4,4.95,421,1,496,1,496,1,1,496,4,0
1,4,5.051,430,1,506,2,506,2,0,506,5,0
1,4,5.063,439,1,507,4,507,4,3,507,7,0
1,2,5.087,435,1,509,8,509,8,3,510,1,0
1,2,5.184,444,1,519,5,519,5,1,519,8,0
1,4,5.247,448,1,525,8,525,8,2,526,1,0
1,2,5.282,453,1,529,3,529,3,0,529,6,0
1,4,5.308,457,1,531,9,531,9,1,532,2,0
1,1,5.325,463,1,533,6,533,6,3,533,9,0
1,2,5.334,462,1,534,5,534,5,1,534,8,0
1,3,5.407,468,1,541,8,541,8,1,542,1,0
1,2,5.419,471,1,542,10,542,10,0,543,3,0
1,4,5.45,466,1,546,1,546,1,2,546,4,0
1,4,5.523,475,1,553,4,553,4,1,553,7,0
1,2,5.524,480,1,553,5,553,5,2,553,8,0
1,4,5.628,484,1,563,9,563,9,1,564,2,0
1,4,5.671,493,1,568,2,568,2,3,568,5,0
1,2,5.699,489,1,570,10,570,10,1,571,3,0
1,2,5.748,498,1,575,9,575,9,2,576,2,0
1,4,5.765,502,1,577,6,577,6,1,577,9,0
1,5,5.848,503,1,585,9,585,9,1,586,2,0
1,2,5.896,507,1,590,7,590,7,0,590,10,0
1,2,5.912,516,1,592,3,592,3,0,592,6,0
1,4,5.932,511,1,594,3,594,3,2,594,6,0
1,4,5.992,520,1,600,3,600,3,3,600,6,0
1,2,6.098,525,1,610,9,610,9,2,611,2,0
