1,2.001,0.45,0,94,0,0,3,94
2,2.001,0.45,0,17,0,0,17,17
3,2.001,0.45,0,12,0,0,2,12
4,2.001,0.45,0,20,0,0,20,20
5,2.001,0.45,0,19,0,0,3,19
1,4.009,0.45,0,101,0,0,2,101
2,4.009,0.45,0,20,0,0,21,20
3,4.009,0.45,0,19,0,0,2,19
4,4.009,0.45,0,20,0,0,20,20
5,4.009,0.45,0,20,0,0,2,20
1,6.01,0.45,0,100,0,0,3,100
2,6.01,0.45,0,20,0,0,20,20
3,6.01,0.45,0,21,0,0,3,21
4,6.01,0.45,0,20,0,0,20,20
5,6.01,0.45,0,20,0,0,2,20
